video_id,id,title,kind,description,etag,published_at,views,likes,dislikes,favorites,comments,iframe,link
AaFDclzDr3o,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkFaVnFqMlZiNU1z,integrales dobles sobre regiones polares Ejemplo 2,youtube#playlistItem,"===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FTg4/",SiG-utj3DeAjxjajuT-Vee71ZTM,2014-10-02T17:48:48Z,9392.0,57.0,7.0,0.0,13.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/AaFDclzDr3o"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/AaFDclzDr3o
e5zacYV6gDc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkFhRkRjbHpEcjNv,Integrales dobles sobre regiones polares Ejemplo 1,youtube#playlistItem,"Este es el primer ejemplo de integrales dobles sobre regiones polares. Integramos una función donde la region D es una circunferencia de radio 5.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FTg3/",Qbg7Wg24l7FW06LsRRCT0y12NQA,2014-10-02T17:48:48Z,14295.0,76.0,19.0,0.0,14.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/e5zacYV6gDc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/e5zacYV6gDc
b_5LK57O0xY,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmU1emFjWVY2Z0Rj,integrales dobles sobre regiones polares (Diferencial de área polar),youtube#playlistItem,"En este video explico como cambiar una integral doble de rectangulares a polares. También demuestro como es el diferencial de área en polares.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FTg2/",cLMDD_9MVeDKT_7Hxg23eUQ8m3Y,2014-10-02T17:48:48Z,5641.0,83.0,5.0,0.0,7.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/b_5LK57O0xY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/b_5LK57O0xY
NbVWYmC2x7I,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmJfNUxLNTdPMHhZ,Integrales dobles sobre regiones polares  ¿Que es una region polar?,youtube#playlistItem,"En el siguiente video explico por que alguna regiones de integración en integrales dobles conviene cambiarlas a coordenadas polares para hacer que la región sea mas fácil de integrar.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FTg1/",LnVHOttfKmdBt2peqoJkPjIjvy0,2014-10-02T17:48:48Z,4496.0,31.0,1.0,0.0,3.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/NbVWYmC2x7I"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/NbVWYmC2x7I
AgjOjJs3TXE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lk5iVldZbUMyeDdJ,Grafica de girasol en [R],youtube#playlistItem,"En este video explico que es y como se hace una gráfica de girasol en [R].
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",1X5be_1f_kPYpptDgvlbkbREuZo,2014-10-02T17:48:47Z,1443.0,17.0,1.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/AgjOjJs3TXE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/AgjOjJs3TXE
SRa8MkpxUjs,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkFnak9qSnMzVFhF,Graficando usando la funcion jitter en [R],youtube#playlistItem,"===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",xGLRQO7V63v1QxLtygNKX0LfKK8,2014-06-12T19:05:54Z,1791.0,11.0,0.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/SRa8MkpxUjs"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/SRa8MkpxUjs
RlhvZ-90PmI,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlNSYThNa3B4VWpz,Graficas de burbujas en [R],youtube#playlistItem,"En este video explico como hacer gráficas de burbujas usando el programa R.

Dataset : http://datasets.flowingdata.com/crimeRatesByState2005.tsv

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",XM2R-rrAaWSo9TFYs6Wc_1eRfkI,2014-06-12T23:22:01Z,3640.0,20.0,0.0,0.0,1.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/RlhvZ-90PmI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/RlhvZ-90PmI
tVreUxYjPQs,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlJsaHZaLTkwUG1J,Graficas en [R] Función Points,youtube#playlistItem,"En este video explico como, graficar un punto en [R], como graficar dos gráficas de dispersion en la misma ventana en [R], como cambiar el carácter usado para hacer la gráfica de cada punto y como cambiar el color de la gráfica en R.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",-XLV3e7mLpBKytY9-ze8R0AmpDc,2014-06-07T16:46:21Z,38465.0,130.0,9.0,0.0,8.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/tVreUxYjPQs"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/tVreUxYjPQs
J_gNWxRG2JI,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnRWcmVVeFlqUFFz,Graficando usando [R] Basico,youtube#playlistItem,"Este video es parte del curso de [R]. Aquí explico como hacer una gráfica básica del tipo XY donde en X tengo los valores del eje horizontal y en Y tengo los valores de eje horizontal.
Es una introducción y es parte de un curso de R.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",oBx-l7AcPwo75oxH7tppPTfZysA,2014-06-07T15:36:35Z,23722.0,189.0,7.0,0.0,4.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/J_gNWxRG2JI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/J_gNWxRG2JI
ynBoxNhFlkc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkpfZ05XeFJHMkpJ,"Planos en el espacio ejemplos 3, 4 y 5",youtube#playlistItem,"En este video resolveremos los siguientes ejercicios,

Ejemplo 3
Encuentre la ecuación del plano que pasa por el punto  [2, 4, 6] y es paralelo al plano z = x + y

Ejemplo 4 1:59
Encuentre la ecuación del plano que pasa por los puntos [0, 1, 1], [1, 0 ,1 ] y [1, 1, 0].

Ejemplo 5. 8:42
Encuentre el punto  en el que la recta x = 1 + 2t, y = 4t, z = 2 - 3t intercepta al plano x + 2y - z = 1

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",5QVHqbY5_pPRa3ucekWGlBGAOAM,2014-06-04T14:57:56Z,100375.0,425.0,33.0,0.0,37.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ynBoxNhFlkc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/ynBoxNhFlkc
-MuMSIew1Oo,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnluQm94TmhGbGtj,Planos en el espacio ejemplos 1 y 2,youtube#playlistItem,"En este video resolveremos los siguientes ejercicios,

Ejemplo 1.
Encuentre la ecuación del plano que pasa por el origen y es perpendicular al vector i - 2j + 5k

Ejemplo 2. 1:33
Encuentre la ecuación del plano que pasa  por el punto [2, 0, 1] y perpendicular a la recta  x = 3t,  y = 2 - t, z= 3 +4t.



===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",Fy9nGxQM7F9lb8HHXuDoeGlqj28,2014-05-05T16:38:13Z,77342.0,415.0,23.0,0.0,14.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/-MuMSIew1Oo"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/-MuMSIew1Oo
FUdihyhQfOs,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Li1NdU1TSWV3MU9v,Ecuación de un plano,youtube#playlistItem,"En este video demuestro la ecuación vectorial y rectangular de un plano en el espacio.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",V289rCepizt9sCAbzvnA8Q7Beds,2014-05-05T16:38:12Z,136488.0,772.0,75.0,0.0,22.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/FUdihyhQfOs"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/FUdihyhQfOs
kpXY9l8EAE4,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkZVZGloeWhRZk9z,Locus de un sistema clase I,youtube#playlistItem,"En este video calcularemos el locus de un sistema con clase I.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",kCtkeIN6hZokjZrjK2HmTlI1G10,2014-05-05T16:35:54Z,728.0,1.0,0.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/kpXY9l8EAE4"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/kpXY9l8EAE4
HU7_ViBZ354,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmtwWFk5bDhFQUU0,Locus del sistema clase PT1,youtube#playlistItem,"En este video encontraremos el locus de un sistema clase PT1.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",mhIK2p3sbasQxiULo8_CN8Tmg1g,2014-05-03T15:55:38Z,446.0,0.0,0.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/HU7_ViBZ354"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/HU7_ViBZ354
uWHyyMLvYbo,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkhVN19WaUJaMzU0,Locus del sistema clase P,youtube#playlistItem,"En este video calcularemos el Locus de un sistema clase P.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",LGy-uF_qbIhioWsoy2I2j9P32xo,2014-05-03T15:44:18Z,441.0,0.0,0.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/uWHyyMLvYbo"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/uWHyyMLvYbo
AUXlTdMTL1c,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnVXSHl5TUx2WWJv,paso de frecuencia y locus de un sistema,youtube#playlistItem,"En este video explico que es la función de paso de frecuencia de un sistema lineal y cual es el locus o diagrama de lugar del sistema.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",J1mok7aPbi7VoTiyzHaVA_DhAjY,2014-05-03T15:15:08Z,586.0,1.0,0.0,0.0,2.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/AUXlTdMTL1c"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/AUXlTdMTL1c
2R2OBvRE0pQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkFVWGxUZE1UTDFj,Teorema de Tchebysheff ejemplos,youtube#playlistItem,"En este video resuelvo dos problemas que usan el teorema de Tchebyscheff.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",INajm1x1vbakxtUTAOyufYPUpyA,2014-05-02T16:57:32Z,55365.0,155.0,66.0,0.0,15.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/2R2OBvRE0pQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/2R2OBvRE0pQ
1P5wCsA3bR0,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjJSMk9CdlJFMHBR,Teorema de Tchebysheff Demostración,youtube#playlistItem,"En este video explico y demuestro el teorema de Tchebyscheff para variables aleatorias continuas. ERRATA: DURANTE TODO EL VIDEO HAY QUE CAMBIAR ≤ POR ≥ Y EL ≥ POR ≤. 

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",rb9LLtXjx8uvQWUtqmTnCnZjPk4,2014-04-30T17:35:15Z,9875.0,53.0,3.0,0.0,8.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1P5wCsA3bR0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/1P5wCsA3bR0
gKhqRckm5Jk,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjFQNXdDc0EzYlIw,Ecuaciones de la recta en el espacio  Ejemplos v2014,youtube#playlistItem,"En este video resuelvo 4 ejemplos de rectas en el espacio.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",79yuL1jYtr9sYEZYHbIwGRWxNo8,2014-04-30T17:20:01Z,13480.0,123.0,0.0,0.0,3.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/gKhqRckm5Jk"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/gKhqRckm5Jk
fQW_d41kvU4,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmdLaHFSY2ttNUpr,Ecuaciones de la recta en el espacio v2014,youtube#playlistItem,"En este video explico como encontrar la ecuación vectorial, parametricas y simétricas de una recta en el espacio.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",5JDCOnsd6tHarp7QFrLYcPz4QWA,2014-04-26T15:34:28Z,54615.0,376.0,36.0,0.0,10.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/fQW_d41kvU4"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/fQW_d41kvU4
Z-n0dC6GbKM,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmZRV19kNDFrdlU0,Solución estacionaria por Heaviside Introducción,youtube#playlistItem,"En este video explico el método de Heaviside para encontrar la solución estacionario de un sistema lineal.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",V0OWJUaISJMrscBE4cIAOOtjMv8,2014-04-26T15:34:22Z,1451.0,2.0,1.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Z-n0dC6GbKM"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/Z-n0dC6GbKM
tAVL4z4mlfY,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlotbjBkQzZHYktN,Función de transfererencia por Heaviside. Ejemplo,youtube#playlistItem,"En este video explico como encontrar la función de transferencia de un sistema lineal usando el método de Heaviside.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",H81g4A8k4Aaqf-j9Tox1F1fNCVM,2014-03-29T00:48:14Z,3311.0,0.0,5.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/tAVL4z4mlfY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/tAVL4z4mlfY
iDaC4LUuzhw,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnRBVkw0ejRtbGZZ,Respuesta estacionaria por Heaviside. Parte 1,youtube#playlistItem,"En este video desarrollo el siguiente ejemplo. Encontrar la solución del estado estacionario del sistema pt2 para las siguientes funciones de entrada,
(1) y constante
(2) y una función exponencial
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",pS4NBIwDc2PyN12JhoDpASVrIoc,2014-03-29T00:51:51Z,1318.0,2.0,0.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/iDaC4LUuzhw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/iDaC4LUuzhw
dMaeiTfJG3g,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmlEYUM0TFV1emh3,Respuesta estacionaria por Heaviside. Parte 2,youtube#playlistItem,"En este video desarrollo el siguiente ejemplo. Encontrar la solución del estado estacionario del sistema pt2 para las siguientes funciones de entrada,
(3) e^{t}cos3t
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",FSoEF3inPS3bgTGrJ2u730hHqQE,2014-03-29T00:55:52Z,1224.0,0.0,0.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/dMaeiTfJG3g"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/dMaeiTfJG3g
FBcmr2i_cwM,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmRNYWVpVGZKRzNn,Respuesta estacionaria por Heaviside. parte 3,youtube#playlistItem,"En este video desarrollo el siguiente ejemplo. Encontrar la solución del estado estacionario del sistema pt2 para las siguientes funciones de entrada,
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",8f40IafGGE077_AUotKG7McdLg8,2014-03-29T00:58:16Z,1335.0,0.0,0.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/FBcmr2i_cwM"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/FBcmr2i_cwM
KDYvH8LwpTA,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkZCY21yMmlfY3dN,Distribución binomial. Ejemplo 3,youtube#playlistItem,"En este video resolveremos el siguiente problema.
El fabricante de una bebida láctea de bajo contenido de calorías desea comparar el atractivo del gusto de una nueva fórmula (fórmula B) con el de la fórmula estándar (fórmula A). A cada uno de cuatro jueces se les dan tres vasos en orden aleatorio, dos de ellos con la fórmula A y el otro con la fórmula B. A cada uno de los jueces se les pide indicar cuál vaso fue el que disfrutó más. Suponga que las dos fórmulas son igualmente atractivas. Sea Y el número de jueces que indican una preferencia por la nueva fórmula.

a. Encuentre la función de probabilidad para Y.
b. ¿Cuál es la probabilidad de que al menos tres de los cuatro jueces  indique una preferencia por la nueva fórmula?
c. Encuentre el valor esperado de Y.
d. Encuentre la varianza de Y.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",gYD-1a2i36mkfvWb5B9OWYpo9m4,2014-03-29T00:59:03Z,21237.0,64.0,5.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/KDYvH8LwpTA"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/KDYvH8LwpTA
HorqAygclGM,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LktEWXZIOEx3cFRB,Varianza de la distribucion binomial,youtube#playlistItem,"En este video demostraremos que la varianza de una variable aleatoria binomial es npq
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",Y0ttvmSlQeGG8WSRPV5MoYmF9Ac,2014-03-21T15:27:15Z,16942.0,114.0,28.0,0.0,20.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/HorqAygclGM"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/HorqAygclGM
KTBYjBrp5Hw,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkhvcnFBeWdjbEdN,Esperanza de la distribucion binomial,youtube#playlistItem,"En este video demuestro que la esperanza de una distribución binomial es np.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",i33_7PnfAyj9JhsEfJ2jp1nT5ss,2014-03-20T00:38:27Z,14334.0,116.0,6.0,0.0,11.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/KTBYjBrp5Hw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/KTBYjBrp5Hw
kgokKiPXSQc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LktUQllqQnJwNUh3,Distribución binomial. Ejemplo 2,youtube#playlistItem,"Es este video resolveremos el siguiente ejercicio,

La experiencia ha demostrado que 30% de todas las personas afectadas por cierta enfer- medad se recuperan. Una empresa fabricante de medicamentos ha inventado una nueva medicina. Diez personas con la enfermedad se seleccionaron al azar y recibieron la medici- na; nueve se recuperaron al poco tiempo. Suponga que la medicina no es eficaz en absoluto. ¿Cuál es la probabilidad de que se recuperen al menos nueve de entre diez que recibieron la medicina?
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",qZM3qsBHhkyyTMrllr-1qU4_WPM,2014-03-20T00:02:41Z,33993.0,68.0,21.0,0.0,10.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/kgokKiPXSQc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/kgokKiPXSQc
